transaction_id,items,basket_size
804,"['other_vegetables', 'rolls/buns']",2
806,"['citrus_fruit', 'other_vegetables', 'butter', 'candy']",4
807,"['citrus_fruit', 'uht-milk', 'napkins']",3
808,"['rolls/buns', 'newspapers']",2
809,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
811,"['frozen_fish', 'hygiene_articles', 'shopping_bags']",3
812,"['tropical_fruit', 'pastry', 'soda']",3
813,"['beverages', 'pastry']",2
815,"['whole_milk', 'rolls/buns', 'newspapers']",3
816,"['pastry', 'soda']",2
818,"['whole_milk', 'bottled_water', 'napkins']",3
819,"['pip_fruit', 'whole_milk']",2
820,"['yogurt', 'specialty_chocolate', 'seasonal_products']",3
821,"['whipped/sour_cream', 'baking_powder']",2
822,"['other_vegetables', 'cream_cheese', 'rolls/buns']",3
825,"['beef', 'frozen_fish', 'rolls/buns', 'margarine']",4
829,"['soda', 'house_keeping_products']",2
832,"['butter', 'rolls/buns', 'newspapers']",3
833,"['frozen_vegetables', 'sugar', 'coffee']",3
834,"['root_vegetables', 'whole_milk', 'domestic_eggs']",3
835,"['tropical_fruit', 'napkins']",2
837,"['whipped/sour_cream', 'rice', 'popcorn']",3
838,"['pip_fruit', 'coffee']",2
841,"['pip_fruit', 'yogurt', 'ice_cream', 'soda']",4
842,"['tropical_fruit', 'whole_milk', 'butter', 'brown_bread']",4
843,"['pip_fruit', 'napkins']",2
847,"['rolls/buns', 'fruit/vegetable_juice']",2
848,"['tropical_fruit', 'rolls/buns']",2
850,"['whole_milk', 'pastry']",2
853,"['rolls/buns', 'meat_spreads']",2
854,"['butter', 'whipped/sour_cream', 'domestic_eggs', 'rolls/buns']",4
856,"['rolls/buns', 'bottled_water', 'soda']",3
857,"['whole_milk', 'brown_bread', 'newspapers']",3
858,"['dessert', 'zwieback']",2
859,"['frankfurter', 'domestic_eggs']",2
860,"['whipped/sour_cream', 'soda']",2
865,"['whole_milk', 'margarine', 'pot_plants']",3
866,"['curd', 'yogurt', 'frozen_vegetables']",3
871,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'canned_vegetables']",4
874,"['beverages', 'rolls/buns', 'long_life_bakery_product', 'shopping_bags']",4
875,"['root_vegetables', 'butter', 'pot_plants']",3
876,"['other_vegetables', 'soda']",2
878,"['chicken', 'other_vegetables', 'whole_milk']",3
879,"['chicken', 'napkins']",2
880,"['whipped/sour_cream', 'female_sanitary_products']",2
881,"['whole_milk', 'whipped/sour_cream']",2
883,"['root_vegetables', 'whole_milk', 'yogurt']",3
884,"['rolls/buns', 'brown_bread', 'bottled_water']",3
885,"['sweet_spreads', 'coffee', 'chocolate', 'seasonal_products']",4
886,"['beef', 'pot_plants']",2
887,"['frozen_vegetables', 'frozen_meals']",2
888,"['bottled_water', 'specialty_chocolate']",2
890,"['ice_cream', 'sugar', 'napkins', 'dishes']",4
891,"['butter', 'margarine']",2
892,"['whole_milk', 'bottled_water', 'fruit/vegetable_juice']",3
893,"['hard_cheese', 'newspapers']",2
895,"['soups', 'soda', 'shopping_bags']",3
896,"['pastry', 'soda']",2
897,"['onions', 'rolls/buns']",2
898,"['ice_cream', 'soda', 'fruit/vegetable_juice']",3
900,"['misc._beverages', 'cake_bar']",2
902,"['cat_food', 'chocolate', 'specialty_chocolate']",3
905,"['berries', 'other_vegetables', 'yogurt']",3
906,"['whole_milk', 'pot_plants']",2
907,"['root_vegetables', 'domestic_eggs']",2
909,"['ice_cream', 'bottled_water']",2
910,"['ice_cream', 'soda', 'specialty_chocolate']",3
911,"['curd', 'yogurt', 'waffles']",3
912,"['other_vegetables', 'domestic_eggs', 'soda']",3
913,"['other_vegetables', 'pastry']",2
914,"['root_vegetables', 'canned_vegetables', 'soda', 'shopping_bags']",4
915,"['pastry', 'salty_snack']",2
916,"['other_vegetables', 'brown_bread', 'soda']",3
917,"['other_vegetables', 'frozen_vegetables', 'pastry', 'specialty_bar']",4
920,"['chocolate', 'pot_plants']",2
921,"['other_vegetables', 'yogurt', 'fruit/vegetable_juice', 'shopping_bags']",4
922,"['pip_fruit', 'vinegar', 'bottled_water', 'shopping_bags']",4
923,"['mustard', 'soda', 'fruit/vegetable_juice']",3
924,"['whole_milk', 'margarine', 'bottled_water']",3
925,"['citrus_fruit', 'tropical_fruit', 'other_vegetables']",3
929,"['beef', 'grapes', 'fruit/vegetable_juice']",3
930,"['pip_fruit', 'sugar']",2
933,"['pip_fruit', 'domestic_eggs']",2
934,"['butter_milk', 'specialty_chocolate']",2
939,"['other_vegetables', 'dessert', 'waffles', 'light_bulbs']",4
940,"['domestic_eggs', 'cat_food', 'bottled_water']",3
941,"['root_vegetables', 'yogurt', 'fruit/vegetable_juice']",3
942,"['other_vegetables', 'yogurt']",2
943,"['other_vegetables', 'whole_milk', 'yogurt', 'spices']",4
944,"['pip_fruit', 'margarine']",2
945,"['berries', 'chewing_gum', 'seasonal_products', 'newspapers']",4
946,"['whole_milk', 'specialty_bar']",2
947,"['whole_milk', 'specialty_fat', 'soda']",3
948,"['cat_food', 'chocolate']",2
949,"['brown_bread', 'margarine', 'long_life_bakery_product', 'flower_(seeds)']",4
950,"['fish', 'brown_bread', 'pet_care', 'napkins']",4
951,"['whole_milk', 'brown_bread']",2
952,"['soda', 'chocolate', 'chocolate_marshmallow']",3
954,"['whole_milk', 'soda']",2
955,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'bottled_water']",4
956,"['rolls/buns', 'soda']",2
957,"['butter_milk', 'hard_cheese']",2
958,"['pastry', 'soda']",2
959,"['spread_cheese', 'fruit/vegetable_juice']",2
960,"['frankfurter', 'onions', 'candy', 'detergent']",4
961,"['frankfurter', 'pip_fruit', 'newspapers']",3
962,"['rolls/buns', 'white_bread', 'dish_cleaner', 'shopping_bags']",4
963,"['other_vegetables', 'whole_milk', 'soda', 'chocolate']",4
965,"['citrus_fruit', 'pip_fruit']",2
966,"['flour', 'bottled_water', 'chocolate', 'specialty_chocolate']",4
967,"['frankfurter', 'rolls/buns']",2
971,"['frozen_vegetables', 'rolls/buns', 'pastry']",3
972,"['tropical_fruit', 'other_vegetables', 'whole_milk', 'frozen_meals']",4
973,"['frankfurter', 'beef', 'other_vegetables', 'rolls/buns']",4
974,"['sweet_spreads', 'cat_food']",2
975,"['pip_fruit', 'soda']",2
977,"['liver_loaf', 'whole_milk', 'yogurt']",3
978,"['curd', 'tidbits', 'soda']",3
981,"['bottled_water', 'fruit/vegetable_juice']",2
984,"['onions', 'spread_cheese']",2
988,"['rolls/buns', 'misc._beverages']",2
989,"['tropical_fruit', 'other_vegetables']",2
991,"['frankfurter', 'frozen_potato_products']",2
992,"['pip_fruit', 'soda', 'cake_bar', 'specialty_chocolate']",4
993,"['tropical_fruit', 'cream_cheese', 'chocolate']",3
994,"['whole_milk', 'yogurt']",2
996,"['pip_fruit', 'pastry']",2
997,"['domestic_eggs', 'rolls/buns']",2
998,"['citrus_fruit', 'male_cosmetics']",2
999,"['rolls/buns', 'tea']",2
1001,"['rolls/buns', 'newspapers']",2
1002,"['tropical_fruit', 'zwieback', 'bottled_water']",3
1003,"['whole_milk', 'beverages', 'frozen_meals', 'frozen_dessert']",4
1004,"['margarine', 'napkins']",2
1005,"['dessert', 'rolls/buns', 'bottled_water', 'specialty_bar']",4
1006,"['beef', 'whipped/sour_cream', 'napkins']",3
1007,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'shopping_bags']",4
1009,"['sweet_spreads', 'soda', 'waffles']",3
1010,"['pastry', 'instant_coffee']",2
1011,"['whole_milk', 'hard_cheese', 'coffee']",3
1012,"['other_vegetables', 'whipped/sour_cream']",2
1013,"['pip_fruit', 'onions', 'whole_milk']",3
1015,"['pastry', 'soda']",2
1019,"['liver_loaf', 'rolls/buns', 'soda']",3
1020,"['frankfurter', 'chicken', 'brown_bread', 'oil']",4
1022,"['butter', 'yogurt', 'whipped/sour_cream']",3
1025,"['yogurt', 'rolls/buns']",2
1028,"['soda', 'chocolate', 'specialty_chocolate']",3
1029,"['oil', 'fruit/vegetable_juice']",2
1030,"['onions', 'yogurt', 'frozen_vegetables']",3
1031,"['citrus_fruit', 'pip_fruit']",2
1032,"['yogurt', 'pastry']",2
1034,"['dish_cleaner', 'napkins']",2
1035,"['yogurt', 'organic_products', 'shopping_bags']",3
1036,"['sauces', 'specialty_chocolate']",2
1037,"['brown_bread', 'pastry', 'pasta']",3
1038,"['cream_cheese', 'ice_cream', 'white_bread', 'specialty_chocolate']",4
1039,"['ice_cream', 'chocolate_marshmallow']",2
1040,"['hard_cheese', 'soda']",2
1041,"['detergent', 'decalcifier', 'hygiene_articles']",3
1042,"['soda', 'specialty_bar']",2
1043,"['pip_fruit', 'other_vegetables', 'whipped/sour_cream', 'oil']",4
1044,"['whole_milk', 'butter_milk', 'yogurt']",3
1046,"['beverages', 'rolls/buns']",2
1047,"['ice_cream', 'frozen_dessert', 'salty_snack']",3
1048,"['butter', 'sliced_cheese', 'misc._beverages', 'fruit/vegetable_juice']",4
1049,"['beverages', 'waffles']",2
1051,"['yogurt', 'bottled_water']",2
1055,"['uht-milk', 'hygiene_articles', 'cling_film/bags', 'newspapers']",4
1057,"['whole_milk', 'yogurt', 'rolls/buns', 'bottled_water']",4
1058,"['yogurt', 'rolls/buns', 'pastry', 'soda']",4
1059,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
1060,"['chocolate', 'specialty_bar']",2
1061,"['citrus_fruit', 'tropical_fruit', 'fruit/vegetable_juice']",3
1062,"['specialty_fat', 'sugar', 'cat_food']",3
1063,"['spread_cheese', 'rolls/buns', 'brown_bread', 'soda']",4
1064,"['whole_milk', 'pastry']",2
1065,"['whole_milk', 'pastry']",2
1067,"['beef', 'other_vegetables', 'whole_milk', 'rolls/buns']",4
1068,"['pip_fruit', 'whole_milk', 'yogurt']",3
1069,"['other_vegetables', 'rolls/buns']",2
1070,"['rolls/buns', 'specialty_chocolate']",2
1072,"['whole_milk', 'cat_food', 'bottled_water', 'napkins']",4
1073,"['beverages', 'processed_cheese']",2
1076,"['beef', 'root_vegetables', 'other_vegetables', 'whipped/sour_cream']",4
1077,"['domestic_eggs', 'dish_cleaner', 'hygiene_articles']",3
1078,"['processed_cheese', 'rolls/buns', 'soda']",3
1079,"['citrus_fruit', 'curd']",2
1081,"['pastry', 'candles']",2
1082,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4
1083,"['whole_milk', 'yogurt', 'whipped/sour_cream', 'sugar']",4
1085,"['whole_milk', 'butter_milk', 'domestic_eggs']",3
1087,"['rolls/buns', 'bottled_water']",2
1089,"['frankfurter', 'rolls/buns', 'napkins']",3
1090,"['rolls/buns', 'pastry', 'soda']",3
1091,"['uht-milk', 'margarine', 'bottled_water', 'soda']",4
1092,"['pip_fruit', 'yogurt']",2
1093,"['whole_milk', 'coffee']",2
1095,"['pasta', 'fruit/vegetable_juice']",2
1096,"['tropical_fruit', 'butter', 'brown_bread']",3
1097,"['whole_milk', 'bottled_water']",2
1098,"['rolls/buns', 'soda', 'specialty_bar']",3
1099,"['rolls/buns', 'fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",4
1100,"['pastry', 'fruit/vegetable_juice']",2
1101,"['rolls/buns', 'soda']",2
1102,"['domestic_eggs', 'soda']",2
1105,"['onions', 'whole_milk', 'butter', 'frozen_fish']",4
1106,"['tropical_fruit', 'rolls/buns', 'bottled_water']",3
1108,"['root_vegetables', 'other_vegetables']",2
1110,"['beef', 'root_vegetables']",2
1112,"['citrus_fruit', 'shopping_bags']",2
1113,"['snack_products', 'chocolate']",2
1115,"['frozen_meals', 'frozen_fish', 'chocolate']",3
1116,"['spread_cheese', 'rolls/buns']",2
1117,"['herbs', 'whole_milk']",2
1118,"['tropical_fruit', 'other_vegetables']",2
1119,"['domestic_eggs', 'margarine', 'bottled_water']",3
1120,"['frankfurter', 'domestic_eggs', 'rolls/buns']",3
1122,"['whole_milk', 'spread_cheese']",2
1123,"['soda', 'hygiene_articles', 'napkins']",3
1124,"['bottled_water', 'chocolate']",2
1126,"['whole_milk', 'frozen_vegetables']",2
1127,"['herbs', 'misc._beverages', 'shopping_bags']",3
1128,"['meat', 'curd', 'white_bread']",3
1129,"['yogurt', 'waffles']",2
1130,"['whipped/sour_cream', 'candy']",2
1134,"['butter', 'oil', 'cling_film/bags']",3
1137,"['yogurt', 'frozen_fish', 'ice_cream']",3
1138,"['yogurt', 'whipped/sour_cream', 'hard_cheese', 'ketchup']",4
1139,"['other_vegetables', 'whole_milk', 'coffee']",3
1141,"['yogurt', 'rolls/buns', 'misc._beverages']",3
1142,"['condensed_milk', 'coffee']",2
1143,"['root_vegetables', 'pastry']",2
1144,"['other_vegetables', 'oil']",2
1145,"['citrus_fruit', 'rolls/buns', 'snack_products']",3
1146,"['frankfurter', 'photo/film']",2
1149,"['root_vegetables', 'yogurt', 'beverages', 'flour']",4
1152,"['meat', 'citrus_fruit', 'whole_milk', 'spread_cheese']",4
1153,"['rolls/buns', 'zwieback', 'chocolate_marshmallow', 'dishes']",4
1154,"['cat_food', 'coffee']",2
1155,"['hard_cheese', 'honey', 'candy']",3
1156,"['rolls/buns', 'soda', 'newspapers']",3
1157,"['curd', 'napkins']",2
1158,"['meat', 'other_vegetables']",2
1159,"['whole_milk', 'rolls/buns', 'pastry']",3
1161,"['whole_milk', 'domestic_eggs', 'brown_bread', 'photo/film']",4
1162,"['whole_milk', 'newspapers']",2
1164,"['root_vegetables', 'other_vegetables', 'frozen_vegetables']",3
1165,"['whole_milk', 'whipped/sour_cream']",2
1166,"['meat', 'root_vegetables', 'whole_milk', 'newspapers']",4
1168,"['finished_products', 'misc._beverages']",2
1169,"['whole_milk', 'frozen_meals', 'rolls/buns', 'margarine']",4
1170,"['curd', 'yogurt']",2
1171,"['coffee', 'fruit/vegetable_juice']",2
1173,"['whole_milk', 'curd', 'brown_bread']",3
1175,"['yogurt', 'rolls/buns', 'meat_spreads', 'soda']",4
1176,"['beef', 'citrus_fruit', 'whole_milk']",3
1177,"['yogurt', 'uht-milk', 'rolls/buns', 'candles']",4
1180,"['finished_products', 'soda', 'specialty_chocolate']",3
1182,"['tropical_fruit', 'whole_milk']",2
1183,"['chicken', 'sugar', 'photo/film']",3
1185,"['hard_cheese', 'white_bread', 'brown_bread']",3
1189,"['tropical_fruit', 'rolls/buns', 'pastry']",3
1191,"['other_vegetables', 'pastry', 'candy', 'napkins']",4
1192,"['domestic_eggs', 'rolls/buns']",2
1193,"['pastry', 'soda']",2
1195,"['dessert', 'rolls/buns', 'sugar', 'bottled_water']",4
1196,"['pip_fruit', 'whole_milk', 'domestic_eggs']",3
1197,"['root_vegetables', 'whole_milk', 'rolls/buns', 'specialty_chocolate']",4
1198,"['root_vegetables', 'yogurt', 'pastry']",3
1199,"['other_vegetables', 'rolls/buns', 'soda']",3
1201,"['butter_milk', 'canned_fish']",2
1202,"['butter_milk', 'soft_cheese', 'rolls/buns']",3
1203,"['onions', 'other_vegetables', 'specialty_cheese']",3
1205,"['whole_milk', 'curd', 'dessert', 'shopping_bags']",4
1207,"['rolls/buns', 'soda', 'waffles', 'chewing_gum']",4
1208,"['rolls/buns', 'brown_bread', 'fruit/vegetable_juice', 'newspapers']",4
1209,"['mayonnaise', 'rolls/buns']",2
1211,"['citrus_fruit', 'other_vegetables', 'whole_milk', 'flour']",4
1214,"['soda', 'chewing_gum', 'newspapers', 'photo/film']",4
1215,"['whole_milk', 'rolls/buns']",2
1216,"['tropical_fruit', 'candy']",2
1218,"['frankfurter', 'white_bread', 'margarine', 'shopping_bags']",4
1220,"['whole_milk', 'fruit/vegetable_juice']",2
1221,"['pastry', 'newspapers']",2
1222,"['condensed_milk', 'coffee']",2
1224,"['pastry', 'soda']",2
1225,"['soda', 'fruit/vegetable_juice', 'specialty_bar']",3
1226,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
1227,"['whipped/sour_cream', 'domestic_eggs', 'margarine']",3
1228,"['root_vegetables', 'other_vegetables', 'photo/film']",3
1229,"['pastry', 'soda']",2
1231,"['yogurt', 'rolls/buns']",2
1232,"['frankfurter', 'rolls/buns', 'brown_bread', 'shopping_bags']",4
1234,"['specialty_cheese', 'hygiene_articles', 'newspapers', 'shopping_bags']",4
1235,"['rolls/buns', 'pastry']",2
1236,"['dental_care', 'male_cosmetics']",2
1237,"['rolls/buns', 'soda']",2
1238,"['whole_milk', 'pastry', 'soda']",3
1239,"['beef', 'tropical_fruit', 'root_vegetables', 'whole_milk']",4
1240,"['dessert', 'beverages', 'ice_cream', 'soda']",4
1241,"['whole_milk', 'frozen_vegetables']",2
1242,"['whole_milk', 'curd', 'margarine']",3
1244,"['rolls/buns', 'canned_fruit']",2
1245,"['beverages', 'waffles']",2
1246,"['whole_milk', 'brown_bread', 'pastry']",3
1247,"['whole_milk', 'frozen_dessert', 'margarine', 'snack_products']",4
1250,"['frankfurter', 'rolls/buns']",2
1252,"['bottled_water', 'long_life_bakery_product']",2
1253,"['other_vegetables', 'white_bread', 'newspapers']",3
1256,"['rolls/buns', 'soda']",2
1257,"['berries', 'cookware', 'flower_(seeds)']",3
1258,"['photo/film', 'shopping_bags']",2
1261,"['other_vegetables', 'specialty_cheese']",2
1262,"['ice_cream', 'chewing_gum']",2
1263,"['frozen_meals', 'pastry', 'pasta']",3
1264,"['frankfurter', 'root_vegetables']",2
1265,"['frozen_meals', 'soda', 'shopping_bags']",3
1269,"['pastry', 'soda']",2
1271,"['cat_food', 'waffles']",2
1272,"['bottled_water', 'soda']",2
1273,"['soda', 'chocolate']",2
1277,"['pastry', 'soda']",2
1279,"['brown_bread', 'bottled_water']",2
1281,"['long_life_bakery_product', 'pot_plants']",2
1282,"['butter', 'napkins']",2
1283,"['whole_milk', 'seasonal_products', 'shopping_bags']",3
1287,"['rolls/buns', 'brown_bread']",2
1288,"['dessert', 'soft_cheese', 'rolls/buns']",3
1291,"['whole_milk', 'canned_fish', 'newspapers']",3
1292,"['whole_milk', 'newspapers']",2
1293,"['citrus_fruit', 'whole_milk']",2
1295,"['chocolate', 'napkins']",2
1297,"['rolls/buns', 'white_bread', 'waffles']",3
1298,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
1300,"['tropical_fruit', 'domestic_eggs', 'newspapers']",3
1304,"['whipped/sour_cream', 'candy']",2
1307,"['other_vegetables', 'soda', 'specialty_bar']",3
1308,"['fish', 'rolls/buns', 'pot_plants']",3
1311,"['pip_fruit', 'yogurt']",2
1312,"['yogurt', 'frozen_vegetables', 'decalcifier']",3
1314,"['whole_milk', 'frozen_meals', 'pasta', 'candy']",4
1317,"['whole_milk', 'cereals']",2
1318,"['bottled_water', 'soda']",2
1319,"['whole_milk', 'napkins']",2
1321,"['whole_milk', 'specialty_bar']",2
1323,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3
1325,"['onions', 'other_vegetables', 'spread_cheese', 'misc._beverages']",4
1327,"['frankfurter', 'curd', 'semi-finished_bread']",3
1328,"['other_vegetables', 'whole_milk']",2
1329,"['root_vegetables', 'whole_milk', 'hard_cheese', 'candy']",4
1330,"['finished_products', 'pip_fruit', 'frozen_potato_products', 'soda']",4
1331,"['soda', 'shopping_bags']",2
1339,"['fruit/vegetable_juice', 'salty_snack']",2
1341,"['yogurt', 'misc._beverages']",2
1342,"['cream_cheese', 'rolls/buns', 'candy', 'shopping_bags']",4
1345,"['whole_milk', 'beverages']",2
1347,"['roll_products', 'misc._beverages']",2
1352,"['butter_milk', 'pastry']",2
1353,"['misc._beverages', 'salty_snack']",2
1356,"['butter', 'ice_cream', 'margarine', 'soda']",4
1358,"['yogurt', 'frozen_vegetables']",2
1359,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
1361,"['uht-milk', 'bottled_water', 'soda']",3
1362,"['whole_milk', 'dessert', 'butter_milk']",3
1363,"['salty_snack', 'female_sanitary_products']",2
1364,"['soda', 'skin_care']",2
1366,"['citrus_fruit', 'tropical_fruit', 'ice_cream']",3
1368,"['citrus_fruit', 'tropical_fruit', 'brown_bread', 'napkins']",4
1369,"['bottled_water', 'soda', 'waffles']",3
1371,"['curd', 'cake_bar']",2
1373,"['specialty_cheese', 'chewing_gum']",2
1374,"['other_vegetables', 'white_bread']",2
1375,"['whole_milk', 'cream_cheese', 'salty_snack', 'candy']",4
1380,"['root_vegetables', 'whole_milk', 'roll_products']",3
1382,"['pasta', 'soda', 'snack_products', 'cake_bar']",4
1385,"['whole_milk', 'frozen_vegetables', 'coffee']",3
1386,"['beef', 'other_vegetables']",2
1392,"['frankfurter', 'rolls/buns', 'margarine', 'soda']",4
1393,"['beef', 'other_vegetables', 'margarine', 'soda']",4
1394,"['whole_milk', 'frozen_meals', 'specialty_chocolate']",3
1395,"['other_vegetables', 'pot_plants']",2
1396,"['onions', 'roll_products']",2
1397,"['zwieback', 'long_life_bakery_product', 'dental_care']",3
1398,"['frankfurter', 'curd_cheese']",2
1399,"['onions', 'yogurt', 'ice_cream']",3
1402,"['curd', 'cat_food', 'soda']",3
1404,"['other_vegetables', 'processed_cheese', 'tea']",3
1406,"['whipped/sour_cream', 'domestic_eggs', 'bottled_water', 'soda']",4
1407,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3
1408,"['pip_fruit', 'soft_cheese', 'tidbits']",3
1411,"['soda', 'specialty_bar']",2
1413,"['cereals', 'specialty_chocolate', 'pot_plants']",3
1414,"['frankfurter', 'soda', 'shopping_bags']",3
1415,"['uht-milk', 'cream_cheese', 'spread_cheese', 'rolls/buns']",4
1416,"['misc._beverages', 'specialty_chocolate']",2
1418,"['bottled_water', 'soda']",2
1419,"['meat_spreads', 'specialty_bar']",2
1420,"['brown_bread', 'bottled_water', 'specialty_bar']",3
1424,"['citrus_fruit', 'herbs', 'other_vegetables', 'curd']",4
1427,"['beef', 'chocolate']",2
1428,"['mayonnaise', 'white_bread', 'soda']",3
1429,"['fruit/vegetable_juice', 'chewing_gum']",2
1430,"['dog_food', 'cling_film/bags']",2
1433,"['meat', 'other_vegetables', 'white_bread', 'newspapers']",4
1434,"['whole_milk', 'rolls/buns', 'specialty_chocolate', 'candy']",4
1435,"['tropical_fruit', 'whole_milk', 'margarine', 'sugar']",4
1437,"['other_vegetables', 'whole_milk', 'waffles']",3
1438,"['frozen_vegetables', 'domestic_eggs', 'pastry']",3
1441,"['meat', 'newspapers']",2
1442,"['beef', 'whole_milk', 'margarine', 'salty_snack']",4
1443,"['other_vegetables', 'frozen_fish', 'vinegar']",3
1444,"['whole_milk', 'domestic_eggs', 'cling_film/bags']",3
1447,"['root_vegetables', 'uht-milk', 'soda']",3
1448,"['frankfurter', 'rolls/buns']",2
1451,"['whole_milk', 'pastry']",2
1452,"['frozen_chicken', 'salty_snack']",2
1454,"['coffee', 'soda']",2
1455,"['citrus_fruit', 'soft_cheese', 'rolls/buns', 'pastry']",4
1456,"['other_vegetables', 'salty_snack', 'dishes', 'house_keeping_products']",4
1457,"['beef', 'root_vegetables']",2
1464,"['butter_milk', 'rolls/buns', 'long_life_bakery_product']",3
1467,"['whole_milk', 'pastry']",2
1469,"['uht-milk', 'bottled_water', 'specialty_chocolate']",3
1473,"['specialty_chocolate', 'specialty_bar']",2
1474,"['frozen_meals', 'soda']",2
1475,"['pet_care', 'instant_coffee', 'soda', 'specialty_chocolate']",4
1477,"['other_vegetables', 'specialty_bar']",2
1478,"['herbs', 'bottled_water', 'napkins']",3
1482,"['frankfurter', 'citrus_fruit', 'canned_vegetables', 'coffee']",4
1483,"['soda', 'specialty_chocolate', 'newspapers']",3
1484,"['whole_milk', 'uht-milk', 'domestic_eggs', 'newspapers']",4
1486,"['other_vegetables', 'margarine']",2
1488,"['pip_fruit', 'berries']",2
1490,"['bottled_water', 'soda', 'dishes']",3
1491,"['pastry', 'syrup']",2
1493,"['other_vegetables', 'pet_care']",2
1496,"['whole_milk', 'pastry', 'vinegar']",3
1498,"['domestic_eggs', 'misc._beverages']",2
1507,"['citrus_fruit', 'specialty_bar']",2
1508,"['tropical_fruit', 'whole_milk', 'ice_cream']",3
1509,"['coffee', 'napkins']",2
1512,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4
1513,"['pip_fruit', 'sweet_spreads']",2
1514,"['tropical_fruit', 'other_vegetables', 'whipped/sour_cream', 'white_bread']",4
1516,"['spread_cheese', 'soda']",2
1517,"['tropical_fruit', 'yogurt', 'whipped/sour_cream']",3
1519,"['soda', 'salty_snack', 'specialty_bar', 'candy']",4
1520,"['uht-milk', 'pastry', 'waffles']",3
1521,"['soda', 'fruit/vegetable_juice']",2
1522,"['margarine', 'misc._beverages']",2
1523,"['other_vegetables', 'coffee', 'bottled_water', 'salty_snack']",4
1524,"['pastry', 'chocolate', 'candles']",3
1525,"['processed_cheese', 'ketchup', 'seasonal_products']",3
1526,"['rolls/buns', 'pot_plants']",2
1527,"['berries', 'soda', 'long_life_bakery_product', 'specialty_chocolate']",4
1528,"['whole_milk', 'yogurt']",2
1530,"['soda', 'fruit/vegetable_juice', 'waffles']",3
1533,"['whole_milk', 'bottled_water']",2
1535,"['bottled_water', 'fruit/vegetable_juice']",2
1537,"['citrus_fruit', 'pastry']",2
1538,"['meat', 'root_vegetables', 'whole_milk']",3
1539,"['chicken', 'citrus_fruit', 'rolls/buns', 'bottled_water']",4
1540,"['rolls/buns', 'oil']",2
1541,"['citrus_fruit', 'other_vegetables', 'butter', 'rolls/buns']",4
1542,"['beef', 'other_vegetables', 'canned_fish']",3
1543,"['yogurt', 'brown_bread', 'margarine', 'napkins']",4
1544,"['meat', 'whole_milk', 'specialty_cheese', 'domestic_eggs']",4
1547,"['waffles', 'specialty_chocolate']",2
1548,"['tropical_fruit', 'other_vegetables', 'skin_care']",3
1549,"['meat', 'rolls/buns', 'soda']",3
1552,"['soda', 'specialty_chocolate']",2
1553,"['rolls/buns', 'brown_bread']",2
1554,"['whole_milk', 'fruit/vegetable_juice']",2
1555,"['pastry', 'specialty_chocolate']",2
1557,"['beverages', 'long_life_bakery_product']",2
1563,"['other_vegetables', 'newspapers']",2
1564,"['newspapers', 'photo/film']",2
1567,"['chicken', 'brown_bread', 'bottled_water', 'newspapers']",4
1568,"['fruit/vegetable_juice', 'cake_bar']",2
1572,"['condensed_milk', 'soda']",2
1573,"['frozen_meals', 'soda']",2
1575,"['pip_fruit', 'brown_bread', 'misc._beverages', 'chewing_gum']",4
1577,"['whole_milk', 'sugar']",2
1578,"['pip_fruit', 'fruit/vegetable_juice']",2
1579,"['pip_fruit', 'whole_milk', 'whipped/sour_cream']",3
1580,"['cereals', 'detergent']",2
1583,"['soda', 'chocolate']",2
1584,"['root_vegetables', 'shopping_bags']",2
1585,"['yogurt', 'brown_bread']",2
1586,"['white_bread', 'chocolate', 'shopping_bags']",3
1587,"['pip_fruit', 'other_vegetables', 'frozen_vegetables', 'canned_vegetables']",4
1590,"['curd', 'meat_spreads']",2
1591,"['tropical_fruit', 'whole_milk']",2
1592,"['brown_bread', 'margarine']",2
1594,"['chocolate', 'dishes']",2
1595,"['soda', 'specialty_chocolate']",2
1597,"['butter', 'candy']",2
1599,"['citrus_fruit', 'whole_milk', 'waffles']",3
1601,"['rolls/buns', 'bottled_water', 'shopping_bags']",3
1603,"['other_vegetables', 'white_bread', 'newspapers']",3
1606,"['root_vegetables', 'whole_milk']",2
1607,"['tidbits', 'rolls/buns', 'coffee', 'salty_snack']",4
1608,"['whole_milk', 'frozen_vegetables', 'coffee']",3
1609,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'coffee']",4
1614,"['frankfurter', 'rolls/buns']",2
1615,"['other_vegetables', 'whole_milk', 'frozen_potato_products']",3
1616,"['chocolate', 'candy']",2
