transaction_id,items,basket_size,basket_total
1036,"['sauces', 'specialty_chocolate']",2,21.072141445536342
1037,"['brown_bread', 'pastry', 'pasta']",3,34.66285396455802
1038,"['cream_cheese', 'ice_cream', 'white_bread', 'specialty_chocolate']",4,34.69822049055462
1039,"['ice_cream', 'chocolate_marshmallow']",2,16.92288156139345
1040,"['hard_cheese', 'soda']",2,17.921298533074605
1041,"['detergent', 'decalcifier', 'hygiene_articles']",3,24.142045501050344
1042,"['soda', 'specialty_bar']",2,19.697497946469028
1043,"['pip_fruit', 'other_vegetables', 'whipped/sour_cream', 'oil']",4,40.289353631802236
1044,"['whole_milk', 'butter_milk', 'yogurt']",3,17.588204725280324
1046,"['beverages', 'rolls/buns']",2,7.737237281876517
1047,"['ice_cream', 'frozen_dessert', 'salty_snack']",3,24.478728543624786
1048,"['butter', 'sliced_cheese', 'misc._beverages', 'fruit/vegetable_juice']",4,21.074850461592277
1049,"['beverages', 'waffles']",2,20.31918187347356
1051,"['yogurt', 'bottled_water']",2,7.117222729732795
1055,"['uht-milk', 'hygiene_articles', 'cling_film/bags', 'newspapers']",4,34.7208589332075
1057,"['whole_milk', 'yogurt', 'rolls/buns', 'bottled_water']",4,15.84653165050847
1058,"['yogurt', 'rolls/buns', 'pastry', 'soda']",4,21.469466976021785
1059,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4,30.613125569811267
1060,"['chocolate', 'specialty_bar']",2,22.26608763359667
1061,"['citrus_fruit', 'tropical_fruit', 'fruit/vegetable_juice']",3,30.099586049326334
1062,"['specialty_fat', 'sugar', 'cat_food']",3,19.631014929203044
1063,"['spread_cheese', 'rolls/buns', 'brown_bread', 'soda']",4,27.149174864952506
1064,"['whole_milk', 'pastry']",2,15.405216788134362
1065,"['whole_milk', 'pastry']",2,15.405216788134362
1067,"['beef', 'other_vegetables', 'whole_milk', 'rolls/buns']",4,30.87767102099657
1068,"['pip_fruit', 'whole_milk', 'yogurt']",3,23.608368680999067
1069,"['other_vegetables', 'rolls/buns']",2,12.477407965731693
1070,"['rolls/buns', 'specialty_chocolate']",2,9.263292974646959
1072,"['whole_milk', 'cat_food', 'bottled_water', 'napkins']",4,20.162233460004533
1073,"['beverages', 'processed_cheese']",2,16.27587555952119
1076,"['beef', 'root_vegetables', 'other_vegetables', 'whipped/sour_cream']",4,28.48098873563931
1077,"['domestic_eggs', 'dish_cleaner', 'hygiene_articles']",3,12.899985312408313
1078,"['processed_cheese', 'rolls/buns', 'soda']",3,19.537235920428508
1079,"['citrus_fruit', 'curd']",2,16.29083755513026
1081,"['pastry', 'candles']",2,15.070686743203444
1082,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4,32.04198400694335
1083,"['whole_milk', 'yogurt', 'whipped/sour_cream', 'sugar']",4,20.323084751808814
1085,"['whole_milk', 'butter_milk', 'domestic_eggs']",3,14.39999617079064
1087,"['rolls/buns', 'bottled_water']",2,5.187832808224448
1089,"['frankfurter', 'rolls/buns', 'napkins']",3,15.974589551634221
1090,"['rolls/buns', 'pastry', 'soda']",3,17.674505510142517
1091,"['uht-milk', 'margarine', 'bottled_water', 'soda']",4,27.180876798665068
1092,"['pip_fruit', 'yogurt']",2,16.74463130459431
1093,"['whole_milk', 'coffee']",2,18.35600960764268
1095,"['pasta', 'fruit/vegetable_juice']",2,20.40546247166847
1096,"['tropical_fruit', 'butter', 'brown_bread']",3,30.345442236079563
1097,"['whole_milk', 'bottled_water']",2,10.185998640258289
1098,"['rolls/buns', 'soda', 'specialty_bar']",3,21.563069490839947
1099,"['rolls/buns', 'fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",4,33.594251627948694
1100,"['pastry', 'fruit/vegetable_juice']",2,14.418050763102032
1101,"['rolls/buns', 'soda']",2,9.133026098412913
1102,"['domestic_eggs', 'soda']",2,7.874207465431575
1105,"['onions', 'whole_milk', 'butter', 'frozen_fish']",4,34.50760484925044
1106,"['tropical_fruit', 'rolls/buns', 'bottled_water']",3,16.910195512285917
1108,"['root_vegetables', 'other_vegetables']",2,12.037186634871318
1110,"['beef', 'root_vegetables']",2,12.96187589237066
1112,"['citrus_fruit', 'shopping_bags']",2,22.640989414476905
1113,"['snack_products', 'chocolate']",2,14.772415291354097
1115,"['frozen_meals', 'frozen_fish', 'chocolate']",3,33.48912898078218
1116,"['spread_cheese', 'rolls/buns']",2,8.289236878378142
1117,"['herbs', 'whole_milk']",2,10.111072083126901
1118,"['tropical_fruit', 'other_vegetables']",2,22.334199125422245
1119,"['domestic_eggs', 'margarine', 'bottled_water']",3,15.839417649024117
1120,"['frankfurter', 'domestic_eggs', 'rolls/buns']",3,14.37025688227633
1122,"['whole_milk', 'spread_cheese']",2,13.287402710411982
1123,"['soda', 'hygiene_articles', 'napkins']",3,19.611086469536588
1124,"['bottled_water', 'chocolate']",2,13.158305505023167
1126,"['whole_milk', 'frozen_vegetables']",2,14.018016121710687
1127,"['herbs', 'misc._beverages', 'shopping_bags']",3,19.0282986651897
1128,"['meat', 'curd', 'white_bread']",3,26.06743504408503
1129,"['yogurt', 'waffles']",2,18.242477601847227
1130,"['whipped/sour_cream', 'candy']",2,15.303461229545022
1134,"['butter', 'oil', 'cling_film/bags']",3,27.459670880112753
1137,"['yogurt', 'frozen_fish', 'ice_cream']",3,28.229252618152678
1138,"['yogurt', 'whipped/sour_cream', 'hard_cheese', 'ketchup']",4,22.329679910604604
1139,"['other_vegetables', 'whole_milk', 'coffee']",3,28.967846029003454
1141,"['yogurt', 'rolls/buns', 'misc._beverages']",3,11.301159548133274
1142,"['condensed_milk', 'coffee']",2,21.70457515413432
1143,"['root_vegetables', 'pastry']",2,9.966829625240146
1144,"['other_vegetables', 'oil']",2,22.43240737117931
1145,"['citrus_fruit', 'rolls/buns', 'snack_products']",3,19.30259458844782
1146,"['frankfurter', 'photo/film']",2,15.2966013624049
1149,"['root_vegetables', 'yogurt', 'beverages', 'flour']",4,12.989646368121146
1152,"['meat', 'citrus_fruit', 'whole_milk', 'spread_cheese']",4,38.36188854714307
1153,"['rolls/buns', 'zwieback', 'chocolate_marshmallow', 'dishes']",4,22.16826948647784
1154,"['cat_food', 'coffee']",2,19.257421470236693
1155,"['hard_cheese', 'honey', 'candy']",3,32.89968958179891
1156,"['rolls/buns', 'soda', 'newspapers']",3,20.43207735907626
1157,"['curd', 'napkins']",2,6.001271141985292
1158,"['meat', 'other_vegetables']",2,23.185670264199416
1159,"['whole_milk', 'rolls/buns', 'pastry']",3,17.27078833250528
1161,"['whole_milk', 'domestic_eggs', 'brown_bread', 'photo/film']",4,22.46164265621578
1162,"['whole_milk', 'newspapers']",2,18.162788637068108
1164,"['root_vegetables', 'other_vegetables', 'frozen_vegetables']",3,19.19146538017725
1165,"['whole_milk', 'whipped/sour_cream']",2,11.771013798312636
1166,"['meat', 'root_vegetables', 'whole_milk', 'newspapers']",4,32.16197269341729
1168,"['finished_products', 'misc._beverages']",2,8.349152027224033
1169,"['whole_milk', 'frozen_meals', 'rolls/buns', 'margarine']",4,32.42627310212623
1170,"['curd', 'yogurt']",2,7.585147027117085
1171,"['coffee', 'fruit/vegetable_juice']",2,17.36884358261035
1173,"['whole_milk', 'curd', 'brown_bread']",3,22.24640637017495
1175,"['yogurt', 'rolls/buns', 'meat_spreads', 'soda']",4,21.897408113526843
1176,"['beef', 'citrus_fruit', 'whole_milk']",3,30.900915049157312
1177,"['yogurt', 'uht-milk', 'rolls/buns', 'candles']",4,16.87049784871256
1180,"['finished_products', 'soda', 'specialty_chocolate']",3,17.373701473658976
1182,"['tropical_fruit', 'whole_milk']",2,18.586100080466228
1183,"['chicken', 'sugar', 'photo/film']",3,10.513426097301398
1185,"['hard_cheese', 'white_bread', 'brown_bread']",3,31.94974305157355
1189,"['tropical_fruit', 'rolls/buns', 'pastry']",3,22.12941366016199
1191,"['other_vegetables', 'pastry', 'candy', 'napkins']",4,31.760586221475
1192,"['domestic_eggs', 'rolls/buns']",2,2.472324455760498
1193,"['pastry', 'soda']",2,15.8089339657716
1195,"['dessert', 'rolls/buns', 'sugar', 'bottled_water']",4,17.253501559340574
1196,"['pip_fruit', 'whole_milk', 'domestic_eggs']",3,20.420160126509384
1197,"['root_vegetables', 'whole_milk', 'rolls/buns', 'specialty_chocolate']",4,17.55238056456226
1198,"['root_vegetables', 'yogurt', 'pastry']",3,13.761791091119411
1199,"['other_vegetables', 'rolls/buns', 'soda']",3,19.74486251977369
1201,"['butter_milk', 'canned_fish']",2,8.735199864243107
1202,"['butter_milk', 'soft_cheese', 'rolls/buns']",3,20.29361060997777
1203,"['onions', 'other_vegetables', 'specialty_cheese']",3,30.332794346326267
1205,"['whole_milk', 'curd', 'dessert', 'shopping_bags']",4,28.10281962172626
1207,"['rolls/buns', 'soda', 'waffles', 'chewing_gum']",4,24.409867294821847
1208,"['rolls/buns', 'brown_bread', 'fruit/vegetable_juice', 'newspapers']",4,30.633677588939065
1209,"['mayonnaise', 'rolls/buns']",2,10.764255294028409
1211,"['citrus_fruit', 'other_vegetables', 'whole_milk', 'flour']",4,31.873894742883714
1214,"['soda', 'chewing_gum', 'newspapers', 'photo/film']",4,22.794499811035394
1215,"['whole_milk', 'rolls/buns']",2,8.729308920775676
1216,"['tropical_fruit', 'candy']",2,22.118547511698615
1218,"['frankfurter', 'white_bread', 'margarine', 'shopping_bags']",4,43.65208896088986
1220,"['whole_milk', 'fruit/vegetable_juice']",2,12.740308727777187
1221,"['pastry', 'newspapers']",2,19.84053067239295
1222,"['condensed_milk', 'coffee']",2,21.70457515413432
1224,"['pastry', 'soda']",2,15.8089339657716
1225,"['soda', 'fruit/vegetable_juice', 'specialty_bar']",3,25.574069297841458
1226,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4,20.52589355145942
1227,"['whipped/sour_cream', 'domestic_eggs', 'margarine']",3,17.424432807078464
1228,"['root_vegetables', 'other_vegetables', 'photo/film']",3,15.435855570760388
1229,"['pastry', 'soda']",2,15.8089339657716
1231,"['yogurt', 'rolls/buns']",2,5.660533010250183
1232,"['frankfurter', 'rolls/buns', 'brown_bread', 'shopping_bags']",4,35.49632482400359
1234,"['specialty_cheese', 'hygiene_articles', 'newspapers', 'shopping_bags']",4,42.54614559964346
1235,"['rolls/buns', 'pastry']",2,10.407050956100523
1236,"['dental_care', 'male_cosmetics']",2,4.787648009147252
1237,"['rolls/buns', 'soda']",2,9.133026098412913
1238,"['whole_milk', 'pastry', 'soda']",3,22.672671342176358
1239,"['beef', 'tropical_fruit', 'root_vegetables', 'whole_milk']",4,31.547975972836888
1240,"['dessert', 'beverages', 'ice_cream', 'soda']",4,33.015446675277225
1241,"['whole_milk', 'frozen_vegetables']",2,14.018016121710687
1242,"['whole_milk', 'curd', 'margarine']",3,22.564326411423586
1244,"['rolls/buns', 'canned_fruit']",2,6.737496837015128
1245,"['beverages', 'waffles']",2,20.31918187347356
1246,"['whole_milk', 'brown_bread', 'pastry']",3,26.997700220666733
1247,"['whole_milk', 'frozen_dessert', 'margarine', 'snack_products']",4,28.290578334689176
1250,"['frankfurter', 'rolls/buns']",2,13.763503970886749
1252,"['bottled_water', 'long_life_bakery_product']",2,17.875318735395524
1253,"['other_vegetables', 'white_bread', 'newspapers']",3,31.61430332203269
1256,"['rolls/buns', 'soda']",2,9.133026098412913
1257,"['berries', 'cookware', 'flower_(seeds)']",3,24.47160504405561
1258,"['photo/film', 'shopping_bags']",2,13.539006356473536
1261,"['other_vegetables', 'specialty_cheese']",2,21.586047005009306
1262,"['ice_cream', 'chewing_gum']",2,13.397092180671393
1263,"['frozen_meals', 'pastry', 'pasta']",3,34.8569312395952
1264,"['frankfurter', 'root_vegetables']",2,13.323282640026372
1265,"['frozen_meals', 'soda', 'shopping_bags']",3,29.19435268219601
1269,"['pastry', 'soda']",2,15.8089339657716
1271,"['cat_food', 'waffles']",2,22.212665374966733
1272,"['bottled_water', 'soda']",2,10.589715817895526
1273,"['soda', 'chocolate']",2,17.10349879521163
1277,"['pastry', 'soda']",2,15.8089339657716
1279,"['brown_bread', 'bottled_water']",2,14.9147446963859
1281,"['long_life_bakery_product', 'pot_plants']",2,29.199581570274958
1282,"['butter', 'napkins']",2,9.241681680233196
1283,"['whole_milk', 'seasonal_products', 'shopping_bags']",3,22.28706237581461
1287,"['rolls/buns', 'brown_bread']",2,13.458054976903288
1288,"['dessert', 'soft_cheese', 'rolls/buns']",3,20.672663990480682
1291,"['whole_milk', 'canned_fish', 'newspapers']",3,19.968482618314916
1292,"['whole_milk', 'newspapers']",2,18.162788637068108
1293,"['citrus_fruit', 'whole_milk']",2,19.364389370297197
1295,"['chocolate', 'napkins']",2,12.047129821917109
1297,"['rolls/buns', 'white_bread', 'waffles']",3,26.016503320347447
1298,"['root_vegetables', 'whole_milk', 'rolls/buns']",3,10.15465913428622
1300,"['tropical_fruit', 'domestic_eggs', 'newspapers']",3,23.6281668761144
1304,"['whipped/sour_cream', 'candy']",2,15.303461229545022
1307,"['other_vegetables', 'soda', 'specialty_bar']",3,30.309334367829806
1308,"['fish', 'rolls/buns', 'pot_plants']",3,25.089061852052414
1311,"['pip_fruit', 'yogurt']",2,16.74463130459431
1312,"['yogurt', 'frozen_vegetables', 'decalcifier']",3,23.823584773573604
1314,"['whole_milk', 'frozen_meals', 'pasta', 'candy']",4,43.5753740119075
1317,"['whole_milk', 'cereals']",2,16.459715566590184
1318,"['bottled_water', 'soda']",2,10.589715817895526
1319,"['whole_milk', 'napkins']",2,9.07482295715223
1321,"['whole_milk', 'specialty_bar']",2,19.293780768831795
1323,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3,28.15653695294712
1325,"['onions', 'other_vegetables', 'spread_cheese', 'misc._beverages']",4,31.42287563456805
1327,"['frankfurter', 'curd', 'semi-finished_bread']",3,18.526558783740875
1328,"['other_vegetables', 'whole_milk']",2,17.475573797765534
1329,"['root_vegetables', 'whole_milk', 'hard_cheese', 'candy']",4,29.339116376585057
1330,"['finished_products', 'pip_fruit', 'frozen_potato_products', 'soda']",4,36.37590614126985
1331,"['soda', 'shopping_bags']",2,17.407791974626463
1339,"['fruit/vegetable_juice', 'salty_snack']",2,13.20746634044785
1341,"['yogurt', 'misc._beverages']",2,9.435588003762355
1342,"['cream_cheese', 'rolls/buns', 'candy', 'shopping_bags']",4,27.431410072632126
1345,"['whole_milk', 'beverages']",2,12.735403113910358
1347,"['roll_products', 'misc._beverages']",2,18.561533657222537
1352,"['butter_milk', 'pastry']",2,15.470985294725907
1353,"['misc._beverages', 'salty_snack']",2,12.971521526958512
1356,"['butter', 'ice_cream', 'margarine', 'soda']",4,38.77622124753914
1358,"['yogurt', 'frozen_vegetables']",2,10.949240211185195
1359,"['root_vegetables', 'whole_milk', 'rolls/buns']",3,10.15465913428622
1361,"['uht-milk', 'bottled_water', 'soda']",3,15.270473324884065
1362,"['whole_milk', 'dessert', 'butter_milk']",3,21.101802522900275
1363,"['salty_snack', 'female_sanitary_products']",2,15.85779629861636
1364,"['soda', 'skin_care']",2,16.192841079697722
1366,"['citrus_fruit', 'tropical_fruit', 'ice_cream']",3,36.79078181818432
1368,"['citrus_fruit', 'tropical_fruit', 'brown_bread', 'napkins']",4,38.02658371123375
1369,"['bottled_water', 'soda', 'waffles']",3,25.037231953863486
1371,"['curd', 'cake_bar']",2,11.283585396909873
1373,"['specialty_cheese', 'chewing_gum']",2,11.803535644089507
1374,"['other_vegetables', 'white_bread']",2,20.315252061369343
1375,"['whole_milk', 'cream_cheese', 'salty_snack', 'candy']",4,29.62013347315692
1380,"['root_vegetables', 'whole_milk', 'roll_products']",3,21.209994709254744
1382,"['pasta', 'soda', 'snack_products', 'cake_bar']",4,34.226116560194555
1385,"['whole_milk', 'frozen_vegetables', 'coffee']",3,25.510288352948606
1386,"['beef', 'other_vegetables']",2,22.148362100220893
1392,"['frankfurter', 'rolls/buns', 'margarine', 'soda']",4,32.94136199870975
1393,"['beef', 'other_vegetables', 'margarine', 'soda']",4,41.32622012804389
1394,"['whole_milk', 'frozen_meals', 'specialty_chocolate']",3,26.048019514250345
1395,"['other_vegetables', 'pot_plants']",2,25.25836052009374
1396,"['onions', 'roll_products']",2,21.667654460656404
1397,"['zwieback', 'long_life_bakery_product', 'dental_care']",3,23.64107060255985
1398,"['frankfurter', 'curd_cheese']",2,26.473053780241926
1399,"['onions', 'yogurt', 'ice_cream']",3,25.10947592742664
1402,"['curd', 'cat_food', 'soda']",3,18.822789354278584
1404,"['other_vegetables', 'processed_cheese', 'tea']",3,29.80610300282946
1406,"['whipped/sour_cream', 'domestic_eggs', 'bottled_water', 'soda']",4,16.10374515119298
1407,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3,16.693834401924804
1408,"['pip_fruit', 'soft_cheese', 'tidbits']",3,32.11106990037112
1411,"['soda', 'specialty_bar']",2,19.697497946469028
1413,"['cereals', 'specialty_chocolate', 'pot_plants']",3,31.640223719194427
1414,"['frankfurter', 'soda', 'shopping_bags']",3,29.305724401142292
1415,"['uht-milk', 'cream_cheese', 'spread_cheese', 'rolls/buns']",4,17.99931068540628
1416,"['misc._beverages', 'specialty_chocolate']",2,13.03834796815913
1418,"['bottled_water', 'soda']",2,10.589715817895526
1419,"['meat_spreads', 'specialty_bar']",2,21.3994639416617
1420,"['brown_bread', 'bottled_water', 'specialty_bar']",3,27.344788088812933
1424,"['citrus_fruit', 'herbs', 'other_vegetables', 'curd']",4,30.15000868321318
1427,"['beef', 'chocolate']",2,21.372569920029754
1428,"['mayonnaise', 'white_bread', 'soda']",3,25.869553943708055
1429,"['fruit/vegetable_juice', 'chewing_gum']",2,6.705896411813406
1430,"['dog_food', 'cling_film/bags']",2,10.992365658172835
1433,"['meat', 'other_vegetables', 'white_bread', 'newspapers']",4,44.18813716487133
1434,"['whole_milk', 'rolls/buns', 'specialty_chocolate', 'candy']",4,26.52321515868886
1435,"['tropical_fruit', 'whole_milk', 'margarine', 'sugar']",4,35.25361304186414
1437,"['other_vegetables', 'whole_milk', 'waffles']",3,31.923089933733493
1438,"['frozen_vegetables', 'domestic_eggs', 'pastry']",3,16.30251106842511
1441,"['meat', 'newspapers']",2,23.872885103501993
1442,"['beef', 'whole_milk', 'margarine', 'salty_snack']",4,37.64156151812131
1443,"['other_vegetables', 'frozen_fish', 'vinegar']",3,26.370482998451216
1444,"['whole_milk', 'domestic_eggs', 'cling_film/bags']",3,16.078994118602836
1447,"['root_vegetables', 'uht-milk', 'soda']",3,13.373562274541078
1448,"['frankfurter', 'rolls/buns']",2,13.763503970886749
1451,"['whole_milk', 'pastry']",2,15.405216788134362
1452,"['frozen_chicken', 'salty_snack']",2,14.163297132944676
1454,"['coffee', 'soda']",2,18.759726785279916
1455,"['citrus_fruit', 'soft_cheese', 'rolls/buns', 'pastry']",4,34.40623613260351
1456,"['other_vegetables', 'salty_snack', 'dishes', 'house_keeping_products']",4,31.47698488886426
1457,"['beef', 'root_vegetables']",2,12.96187589237066
1464,"['butter_milk', 'rolls/buns', 'long_life_bakery_product']",3,23.348134898909215
1467,"['whole_milk', 'pastry']",2,15.405216788134362
1469,"['uht-milk', 'bottled_water', 'specialty_chocolate']",3,15.40074020111811
1473,"['specialty_chocolate', 'specialty_bar']",2,19.827764822703074
1474,"['frozen_meals', 'soda']",2,19.054015261611543
1475,"['pet_care', 'instant_coffee', 'soda', 'specialty_chocolate']",4,19.44483452834033
1477,"['other_vegetables', 'specialty_bar']",2,23.04187981378781
1478,"['herbs', 'bottled_water', 'napkins']",3,8.780681551323145
1482,"['frankfurter', 'citrus_fruit', 'canned_vegetables', 'coffee']",4,38.811963990307895
1483,"['soda', 'specialty_chocolate', 'newspapers']",3,25.964227244981384
1484,"['whole_milk', 'uht-milk', 'domestic_eggs', 'newspapers']",4,23.45029905544623
1486,"['other_vegetables', 'margarine']",2,22.52223989514178
1488,"['pip_fruit', 'berries']",2,22.608803625984986
1490,"['bottled_water', 'soda', 'dishes']",3,20.512491540440415
1491,"['pastry', 'syrup']",2,17.562325708306428
1493,"['other_vegetables', 'pet_care']",2,11.957226175852233
1496,"['whole_milk', 'pastry', 'vinegar']",3,19.297339333181803
1498,"['domestic_eggs', 'misc._beverages']",2,6.247379449272671
1507,"['citrus_fruit', 'specialty_bar']",2,24.930695386319474
1508,"['tropical_fruit', 'whole_milk', 'ice_cream']",3,31.153867200696645
1509,"['coffee', 'napkins']",2,13.703357811985393
1512,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4,31.144786173053813
1513,"['pip_fruit', 'sweet_spreads']",2,23.844577581520483
1514,"['tropical_fruit', 'other_vegetables', 'whipped/sour_cream', 'white_bread']",4,36.94489118733869
1516,"['spread_cheese', 'soda']",2,13.691119888049219
1517,"['tropical_fruit', 'yogurt', 'whipped/sour_cream']",3,20.42460059184861
1519,"['soda', 'salty_snack', 'specialty_bar', 'candy']",4,37.4245777431816
1520,"['uht-milk', 'pastry', 'waffles']",3,27.669753054686105
1521,"['soda', 'fruit/vegetable_juice']",2,13.144025905414424
1522,"['margarine', 'misc._beverages']",2,17.551030011664096
1523,"['other_vegetables', 'coffee', 'bottled_water', 'salty_snack']",4,32.75726490552765
1524,"['pastry', 'chocolate', 'candles']",3,24.906730984373084
1525,"['processed_cheese', 'ketchup', 'seasonal_products']",3,18.660795444625826
1526,"['rolls/buns', 'pot_plants']",2,16.51209564310388
1527,"['berries', 'soda', 'long_life_bakery_product', 'specialty_chocolate']",4,38.87736724312997
1528,"['whole_milk', 'yogurt']",2,10.658698842284023
1530,"['soda', 'fruit/vegetable_juice', 'waffles']",3,27.591542041382382
1533,"['whole_milk', 'bottled_water']",2,10.185998640258289
1535,"['bottled_water', 'fruit/vegetable_juice']",2,9.198832615225959
1537,"['citrus_fruit', 'pastry']",2,21.042131405622044
1538,"['meat', 'root_vegetables', 'whole_milk']",3,20.862921432753943
1539,"['chicken', 'citrus_fruit', 'rolls/buns', 'bottled_water']",4,20.046132475912305
1540,"['rolls/buns', 'oil']",2,13.686142494189454
1541,"['citrus_fruit', 'other_vegetables', 'butter', 'rolls/buns']",4,32.00865605910986
1542,"['beef', 'other_vegetables', 'canned_fish']",3,23.954056081467698
1543,"['yogurt', 'brown_bread', 'margarine', 'napkins']",4,29.50893395294011
1544,"['meat', 'whole_milk', 'specialty_cheese', 'domestic_eggs']",4,31.01853471428151
1547,"['waffles', 'specialty_chocolate']",2,21.845237566244002
1548,"['tropical_fruit', 'other_vegetables', 'skin_care']",3,31.25958565107797
1549,"['meat', 'rolls/buns', 'soda']",3,21.706859941251558
1552,"['soda', 'specialty_chocolate']",2,14.665175984318035
1553,"['rolls/buns', 'brown_bread']",2,13.458054976903288
1554,"['whole_milk', 'fruit/vegetable_juice']",2,12.740308727777187
1555,"['pastry', 'specialty_chocolate']",2,15.939200842005643
1557,"['beverages', 'long_life_bakery_product']",2,20.424723209047595
1563,"['other_vegetables', 'newspapers']",2,21.910887682024125
1564,"['newspapers', 'photo/film']",2,14.69772019655242
1567,"['chicken', 'brown_bread', 'bottled_water', 'newspapers']",4,28.571443630844662
1568,"['fruit/vegetable_juice', 'cake_bar']",2,13.36997118704448
1572,"['condensed_milk', 'soda']",2,17.479757476938396
1573,"['frozen_meals', 'soda']",2,19.054015261611543
1575,"['pip_fruit', 'brown_bread', 'misc._beverages', 'chewing_gum']",4,31.01210486957148
1577,"['whole_milk', 'sugar']",2,11.62084686402167
1578,"['pip_fruit', 'fruit/vegetable_juice']",2,18.826241190087472
1579,"['pip_fruit', 'whole_milk', 'whipped/sour_cream']",3,24.72068363702768
1580,"['cereals', 'detergent']",2,10.731132794100244
1583,"['soda', 'chocolate']",2,17.10349879521163
1584,"['root_vegetables', 'shopping_bags']",2,11.565687634095008
1585,"['yogurt', 'brown_bread']",2,15.387444898411635
1586,"['white_bread', 'chocolate', 'shopping_bags']",3,29.67979730176267
1587,"['pip_fruit', 'other_vegetables', 'frozen_vegetables', 'canned_vegetables']",4,33.63689234404346
1590,"['curd', 'meat_spreads']",2,12.759606110472486
1591,"['tropical_fruit', 'whole_milk']",2,18.586100080466228
1592,"['brown_bread', 'margarine']",2,23.50288690631338
1594,"['chocolate', 'dishes']",2,19.758819963714526
1595,"['soda', 'specialty_chocolate']",2,14.665175984318035
1597,"['butter', 'candy']",2,17.42678090712287
1599,"['citrus_fruit', 'whole_milk', 'waffles']",3,33.811905506265155
1601,"['rolls/buns', 'bottled_water', 'shopping_bags']",3,15.328170228808913
1603,"['other_vegetables', 'white_bread', 'newspapers']",3,31.61430332203269
1606,"['root_vegetables', 'whole_milk']",2,8.289087589915301
1607,"['tidbits', 'rolls/buns', 'coffee', 'salty_snack']",4,28.351605643729787
1608,"['whole_milk', 'frozen_vegetables', 'coffee']",3,25.510288352948606
1609,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'coffee']",4,32.282011815045664
1614,"['frankfurter', 'rolls/buns']",2,13.763503970886749
1615,"['other_vegetables', 'whole_milk', 'frozen_potato_products']",3,30.9258300569374
1616,"['chocolate', 'candy']",2,20.23222904880678
1617,"['finished_products', 'seasonal_products']",2,7.991513068166329
1618,"['whole_milk', 'pastry']",2,15.405216788134362
1620,"['whole_milk', 'zwieback', 'salty_snack']",3,20.219440143879176
1623,"['uht-milk', 'artif._sweetener', 'bottled_water']",3,14.395628261723093
1624,"['tropical_fruit', 'ice_cream', 'frozen_dessert', 'candy']",4,39.26638106624798
1629,"['frozen_meals', 'ice_cream']",2,24.354327827799963
1633,"['frankfurter', 'dessert']",2,19.206491690015046
1634,"['instant_food_products', 'canned_vegetables', 'salty_snack']",3,18.947925871714364
1635,"['frozen_vegetables', 'margarine', 'cleaner']",3,25.90338504273573
1637,"['citrus_fruit', 'whole_milk', 'semi-finished_bread']",3,22.20283016628442
1642,"['citrus_fruit', 'yogurt', 'fruit/vegetable_juice', 'napkins']",4,24.383270391891607
1644,"['rolls/buns', 'prosecco', 'salty_snack']",3,16.165732529269786
1645,"['other_vegetables', 'whole_milk', 'butter_milk', 'specialty_cheese']",4,35.379290264410365
1647,"['oil', 'fruit/vegetable_juice', 'dishes']",3,27.619918023735856
1648,"['frankfurter', 'rolls/buns']",2,13.763503970886749
1649,"['tropical_fruit', 'yogurt', 'coffee', 'newspapers']",4,38.308647661842
1650,"['soda', 'chocolate_marshmallow']",2,11.622568995205029
1656,"['bottled_water', 'soda', 'salty_snack']",3,17.92061080697095
1659,"['yogurt', 'artif._sweetener']",2,10.187570956760286
1660,"['rolls/buns', 'soda']",2,9.133026098412913
1662,"['frozen_meals', 'rolls/buns', 'brown_bread']",3,25.244615684472834
1663,"['other_vegetables', 'rolls/buns', 'bottled_water', 'skin_care']",4,24.725055755240952
1665,"['rolls/buns', 'brown_bread']",2,13.458054976903288
1667,"['coffee', 'soda']",2,18.759726785279916
1669,"['frankfurter', 'chicken', 'ice_cream', 'rolls/buns']",4,28.688918764912582
1670,"['yogurt', 'uht-milk', 'rolls/buns', 'brown_bread']",4,21.933773949771094
1671,"['frozen_fish', 'rolls/buns', 'pastry']",3,22.27357498814352
1672,"['frankfurter', 'soft_cheese', 'rolls/buns']",3,25.262037153497296
1673,"['frankfurter', 'rolls/buns', 'chewing_gum']",3,14.592829031327726
1675,"['whole_milk', 'whipped/sour_cream', 'pastry', 'bottled_water']",4,23.63475447389577
1676,"['herbs', 'other_vegetables']",2,13.859171128082918
1677,"['frankfurter', 'rolls/buns']",2,13.763503970886749
1678,"['other_vegetables', 'frozen_fish', 'newspapers']",3,33.77741171406712
1679,"['bottled_water', 'misc._beverages']",2,8.96288780173662
1681,"['bottled_water', 'misc._beverages', 'cooking_chocolate']",3,10.066293322734062
1684,"['root_vegetables', 'rolls/buns', 'pastry']",3,11.832401169611064
